name,county,ward_code,ward_name,political_party,gender
Lonyaman Jeniffer Nguli,MARSABIT,232,ILLERET,ORANGE DEMOCRATIC MOVEMENT,Female
LONYANG SAMWEL PARON,WEST POKOT,642,KAPENGURIA,INDEPENDENT,Male
LONYANGA BENSON NGIROO,WEST POKOT,645,ENDUGH,JUBILEE PARTY,Male
LOOLIO DANIEL EROT,TURKANA,627,LODWAR TOWNSHIP,INDEPENDENT,Male
LOPAYO LOMURIA LAWRENCE,TURKANA,632,LOKIRIAMA LORENGIPPI,ORANGE DEMOCRATIC MOVEMENT,Male
LOPERITO RAPHAEL EKADELI,TURKANA,637,LOKICHAR,JUBILEE PARTY,Male
LOPETET BENJAMIN JOHN,ISIOLO,246,BURAT,NATIONAL RAINBOW COALITION- KENYA,Male
LOPORNA PYATICH LONYANGATODO,WEST POKOT,648,MASOOL,JUBILEE PARTY,Male
LORANGI BERNICE CHEPKEMOI,BARINGO,785,LOIYAMOROCK,JUBILEE PARTY,Female
LORDIA SIMON,WEST POKOT,643,MNAGEI,ORANGE DEMOCRATIC MOVEMENT,Male
LORIANGIRO JOSEPH,WEST POKOT,641,RIWO,MAENDELEO CHAP CHAP PARTY,Male
LORIU BENJAMIN EBENYO,TURKANA,637,LOKICHAR,KENYA AFRICAN NATIONAL UNION,Male
LOROGOI FESTUS EKITELA,TURKANA,627,LODWAR TOWNSHIP,JUBILEE PARTY,Male
LORUNYEI LAWRENCE SEBASTIAN,SAMBURU,667,NACHOLA,JUBILEE PARTY,Male
LOSHIUNG EKUAM TERU,ISIOLO,245,NGARE MARA,INDEPENDENT,Male
LOSIA KROP FRANCIS,WEST POKOT,653,KASEI,PARTY FOR DEVELOPMENT AND REFORM,Male
LOSIKE SIMON LOGILAE,TURKANA,628,KANAMKEMER,INDEPENDENT,Male
LOSILE CHEPORIOT MARIA,BARINGO,785,LOIYAMOROCK,KENYA AFRICAN NATIONAL UNION,Female
LOSIRU ANDREW SALIM,TURKANA,629,KOTARUK LOBEI,CHAMA CHA MASHINANI,Male
LOTHERUA PETER AMANA,NAKURU,847,MALEWA WEST,KENYA AFRICAN NATIONAL UNION,Male
LOTIANG DAVID EKOD,TURKANA,624,KERIO DELTA,ORANGE DEMOCRATIC MOVEMENT,Male
LOTODO JOSEPH DALLDOSSO,BARINGO,783,RIBKWO,PARTY FOR DEVELOPMENT AND REFORM,Male
LOTOME JACKSON MBUNDA,SAMBURU,667,NACHOLA,ROOTS PARTY OF KENYA,Male
LOTOROBO DIEGO MAKAMBO,MARSABIT,236,LOIYANGALANI,PARTY OF NATIONAL UNITY,Male
LOTUK ABDIWAHIT EMURIA,TURKANA,617,KAKUMA,INDEPENDENT,Male
LOTWEI PAUL LOYOKON,TURKANA,637,LOKICHAR,THIRDWAY ALLIANCE KENYA,Male
LOUREN PAUL,TURKANA,622,LOKICHOGGIO,JUBILEE PARTY,Male
LOWEI JOSEPH,BARINGO,802,MOGOTIO,CHAMA CHA MASHINANI,Male
LOWOYA SALIM EDUNG,LAIKIPIA,823,SEGERA,PARTY OF NATIONAL UNITY,Male
LOYAN PETER LOSU,ISIOLO,245,NGARE MARA,JUBILEE PARTY,Male
LOYANAE JOSHUA KAKURIO,TURKANA,638,KAPEDO NAPEITOM,MAENDELEO CHAP CHAP PARTY,Male
LOYELEI JAMES IKENY,TURKANA,628,KANAMKEMER,ORANGE DEMOCRATIC MOVEMENT,Male
LOYELEL DANIEL LOMONGIN,WEST POKOT,653,KASEI,KENYA AFRICAN NATIONAL UNION,Male
LPARANIA GABRIEL LEKIMAN,SAMBURU,668,NDOTO,AMANI NATIONAL CONGRESS,Male
LTEI ELIAT FREDRICK,SAMBURU,669,NYIRO,CHAMA CHA MASHINANI,Male
LTINYILAN BURCHA DANIEL,MARSABIT,240,LAISAMIS,JUBILEE PARTY,Male
LUBAMBO JUMA ATHUMAN,MOMBASA,7,MIRITINI,INDEPENDENT,Male
LUBAMU JOHN KAMAU,LAIKIPIA,815,IGWAMITI,MZALENDO SABA SABA PARTY,Male
LUBANGA MOSES MUKUBA,KAKAMEGA,1035,MARAMA NORTH,INDEPENDENT,Male
LUBANO SARAH NEKESA SIMIYU,TRANS NZOIA,677,KWANZA,INDEPENDENT,Female
LUBEMBE CHRISANTUS M,KAKAMEGA,1014,SHIRERE,AMANI NATIONAL CONGRESS,Male
LUBEMBE PATRICK AFYAI,KAKAMEGA,1045,ISUKHA EAST,MAENDELEO DEMOCRATIC PARTY,Male
LUBISIA JACOB MULONGO,KAKAMEGA,1041,ISUKHA NORTH,INDEPENDENT,Male
LUCHERA DISHON ASWANI,NAIROBI CITY,1388,MAKINA,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
LUCHEVELELI LAZARUS ANASWA,KAKAMEGA,1004,EAST KABRAS,ORANGE DEMOCRATIC MOVEMENT,Male
LUCKY RAPHAEL NZAU,MACHAKOS,388,MATUNGULU WEST,MAENDELEO CHAP CHAP PARTY,Male
LUCY COLLINS ODHIAMBO,KISUMU,1217,NORTH NYAKACH,CITIZENS CONVENTION PARTY,Male
LUGABA PAULINE WAKONYO,NAIROBI CITY,1370,MOUNTAIN VIEW,AGANO PARTY,Female
LUGALIA ACHEBI BENEDICT,KAKAMEGA,1046,ISUKHA WEST,KENYA AFRICAN NATIONAL UNION,Male
LUGALIA EPHRAEM OJERI,VIHIGA,1064,BANJA,WIPER DEMOCRATIC MOVEMENT- KENYA,Male
LUGALIA GEOFREY ITASHI,NAIROBI CITY,1388,MAKINA,AMANI NATIONAL CONGRESS,Male
LUGALIKI LEONARD MWASIAGI,BUNGOMA,1118,NDALU TABANI,INDEPENDENT,Male
LUGANJE WANJE KAZUNGU,TANA RIVER,88,KIPINI WEST,DEMOCRATIC PARTY OF KENYA,Male
LUGANO STEPHEN KAHUYA,VIHIGA,1059,WODANGA,AMANI NATIONAL CONGRESS,Male
LUGANU REUBEN ILONDANGA,KAKAMEGA,1042,MURHANDA,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
LUGONGO POLYCARP,KAKAMEGA,992,LUGARI,PEOPLES EMPOWERMENT PARTY,Male
LUGONZO CHARLES HARAMBEE,NAIROBI CITY,1424,UTAWALA,ORANGE DEMOCRATIC MOVEMENT,Male
LUGOSE ELPHAS MUZOTSO,VIHIGA,1063,SHAMAKHOKHO,UNITED DEMOCRATIC PARTY,Male
LUILU JONATHAN MAUNDU,MAKUENI,417,KASIKEU,JUBILEE PARTY,Male
LUKAS RASHID OMARI,KISII,1329,GESUSU,INDEPENDENT,Male
LUKASE THOMAS MUGESANI,KAKAMEGA,996,LWANDETI,PROGRESSIVE PARTY OF KENYA,Male
LUKORITO CONSTAND BIKETI,BUNGOMA,1085,KABUCHAI CHWELE,INDEPENDENT,Male
LUKORITO DENNIS WABOMBAH,KAKAMEGA,996,LWANDETI,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
LUKORITO EZEKIEL CHEBUNDE,TRANS NZOIA,700,SITATUNGA,ORANGE DEMOCRATIC MOVEMENT,Male
LUKULU BERNARD IMBORA,KAKAMEGA,1049,IDAKHO NORTH,INDEPENDENT,Male
LUMALA BENDICT OPETU,BUSIA,1151,BWIRI,UNITED DEMOCRATIC PARTY,Male
LUMBASI IBRAHIM ISAAC,KAKAMEGA,1003,CHEMUCHE,WIPER DEMOCRATIC MOVEMENT- KENYA,Male
LUMBASIA AGGREY MUCHESI,VIHIGA,1063,SHAMAKHOKHO,INDEPENDENT,Male
LUMULA PATRICK AMBOSO,KAKAMEGA,1047,IDAKHO SOUTH,AMANI NATIONAL CONGRESS,Male
LUMUMBA OWINO CYPRIAN,MIGORI,1266,SOUTH SAKWA,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
LUMUMBA PATRICK OWADE,NAIROBI CITY,1389,WOODLEY KENYATTA GOLF COURSE,ORANGE DEMOCRATIC MOVEMENT,Male
LUNG'AHO JACKSON MUSOGA,VIHIGA,1065,MUHUDU,AMANI NATIONAL CONGRESS,Male
LUNGU CHARLES MBOLU,MACHAKOS,380,KATANGI,CHAMA MWANGAZA DAIMA,Male
LUNYAMA EPAPHRAS MAGUMBA,MOMBASA,18,MKOMANI,UNITED DEMOCRATIC PARTY,Male
LUPAO CAROLYNE NANJALA,BUNGOMA,1110,BOKOLI,UNITED DEMOCRATIC PARTY,Female
LUSA ANDREW NDISYA,KITUI,353,KANYANGI,INDEPENDENT,Male
LUSABA ABRAHAM KUNYALI,NAIROBI CITY,1378,RIRUTA,AMANI NATIONAL CONGRESS,Male
LUSAKA JONATHAN NYONGESA,BUNGOMA,1101,EAST SANG'ALO,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
LUSENO BAKUTA ICHECHI,KAKAMEGA,1045,ISUKHA EAST,UNITED DEMOCRATIC MOVEMENT,Male
LUSENO ZABLON OSOGO,NAIROBI CITY,1366,KITISURU,AMANI NATIONAL CONGRESS,Male
LUSI WILLIS ODHIAMBO,NAIROBI CITY,1410,KWARE,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
LUSIEPA ONAMI TITIHA,KAKAMEGA,1015,INGOSTSE-MATHIA,KENYA AFRICAN NATIONAL UNION,Male
LUSIJI RACHEAL NGAIRA,VIHIGA,1063,SHAMAKHOKHO,NATIONAL AGENDA PARTY OF KENYA,Female
LUSWETI ANOLD MARCUS,BUNGOMA,1112,KIMILILI,FEDERAL PARTY OF KENYA,Male
LUSWETI JAMES BARASA,TRANS NZOIA,677,KWANZA,JUBILEE PARTY,Male
LUSWETI JOSEPH MURULE,BUNGOMA,1097,BUKEMBE EAST,PARTY OF DEMOCRATIC UNITY,Male
LUTA RUTH MUKABANA,KAKAMEGA,1000,NZOIA,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Female
LUTATWA ROBERT LUBWA,KAKAMEGA,1041,ISUKHA NORTH,INDEPENDENT,Male
LUTAZA WALTER KIVADZE,NANDI,755,KABWARENG,PROGRESSIVE PARTY OF KENYA,Male
LUTEYA PHILIP MULOCHI,KAKAMEGA,1042,MURHANDA,JUBILEE PARTY,Male
LUTILO KENNEDY SUDI,KAKAMEGA,998,SANGO,UNITED DEMOCRATIC PARTY,Male
LUTOMIA JASON,KAKAMEGA,1003,CHEMUCHE,ORANGE DEMOCRATIC MOVEMENT,Male
LUTTA AMINAH HANJIRA,KAKAMEGA,1021,MUMIAS NORTH,KENYA AFRICAN NATIONAL UNION,Female
LUTTA PETER KALERWA,KAKAMEGA,1012,SHEYWE,INDEPENDENT,Male
LUTUKAI JOANE NAFULA,BUNGOMA,1116,NAITIRI KABUYEFWE,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Female
LUTUNGU SAMUEL SHIVAMBO,TRANS NZOIA,685,TUWANI,MAENDELEO CHAP CHAP PARTY,Male
LUVAI FRANCIS NZESYA,MACHAKOS,406,MAKUTANO MWALA,INDEPENDENT,Male
LUVAI HILTON,KAKAMEGA,1001,SINOKO,ORANGE DEMOCRATIC MOVEMENT,Male
LUVAI ROBERT MUTIE,NAIROBI CITY,1419,KOMAROCK,NATIONAL AGENDA PARTY OF KENYA,Male
LUVEMBE MAKANI WYCLIFFE,NANDI,771,KAPKANGANI,ORANGE DEMOCRATIC MOVEMENT,Male
LUVEMBE MAXWELL MUGOYANI,NAIROBI CITY,1414,DANDORA AREA III,AMANI NATIONAL CONGRESS,Male
LUVI ALI MWATUMBI,KWALE,46,KINANGO,THE NATIONAL VISION PARTY,Male
LUVINDI STEVE ASHIHUNDU,TRANS NZOIA,679,BIDII,CHAMA MWANGAZA DAIMA,Male
LUVITI KEVIN,VIHIGA,1055,LYADUYWA IZAVA,THE NATIONAL VISION PARTY,Male
LUWALI LOYCE DAMA,LAMU,108,HONGWE,ORANGE DEMOCRATIC MOVEMENT,Female
LUYAKA SAMUEL DISI,BUNGOMA,1117,MILIMA,ORANGE DEMOCRATIC MOVEMENT,Male
LUYALI ALEX MUNYASA CHUNGANI,VIHIGA,1063,SHAMAKHOKHO,RESTORE AND BUILD KENYA,Male
LUYALI GEOFFREY MAYAYA,VIHIGA,1058,NORTH MARAGOLI,INDEPENDENT,Male
LUYEMBA DAVID,BUSIA,1138,MAYENJE,JUBILEE PARTY,Male
LUYOVE SAMMY ASWANI,VIHIGA,1067,JEPKOYAI,PROGRESSIVE PARTY OF KENYA,Male
LWADENGE OSCAR BRIGHTON,VIHIGA,1059,WODANGA,MAENDELEO DEMOCRATIC PARTY,Male
LWANGA LOCHERO CHARLES,WEST POKOT,656,ALALE,KENYA AFRICAN NATIONAL UNION,Male
LWANGA PETER SHISIA,KAKAMEGA,1026,EAST WANGA,INDEPENDENT,Male
LWIKI PATRICK BARAZA,BUNGOMA,1110,BOKOLI,KENYA AFRICAN NATIONAL UNION,Male
LWIMBULI CHARLES EHENZO,TRANS NZOIA,679,BIDII,CHAMA CHA MASHINANI,Male
M'ABUAYA JAMES RIUNGU,MERU,257,ATHIRU RUUJINE,INDEPENDENT,Male
M'ALAINE JACOB M'IKIRANYA,LAMU,105,MKOMANI,MAENDELEO CHAP CHAP PARTY,Male
M'AMANJA HENRY KITHURE,MERU,258,IGEMBE EAST,PEOPLES PARTY OF KENYA,Male
M'AMANJA KOBIA O,MERU,271,THANGATHA,DEMOCRATIC PARTY OF KENYA,Male
M'ANYIRI GITAARI HANNINGTON,MERU,292,IGOJI WEST,PARTY OF NATIONAL UNITY,Male
M'ARIMBA JAMES KAARIA,MERU,290,MITUNGUU,INDEPENDENT,Male
M'ARIMBA SHADRACK KARURU,MERU,256,AKIRANG'ONDU,WIPER DEMOCRATIC MOVEMENT- KENYA,Male
M'ARIMI DAVID MUTHAMIA,MERU,284,RUIRI RWARERA,INDEPENDENT,Male
M'ARIMI GITUMA CHARLES,MERU,290,MITUNGUU,WIPER DEMOCRATIC MOVEMENT- KENYA,Male
M'ATINGO MORRIS KIMATHI,MERU,257,ATHIRU RUUJINE,DEMOCRATIC PARTY OF KENYA,Male
M'ATUGI FELIX MWEBIA,MERU,293,ABOGETA EAST,MAENDELEO CHAP CHAP PARTY,Male
M'ERINGO ANDREW KOBIA,MERU,274,MUTHARA,PARTY OF NATIONAL UNITY,Male
M'IBAARI GITONGA JOEL,MERU,282,KISIMA,INDEPENDENT,Male
M'IBUATHU ISAIAH KAUNYANGI,MERU,259,NJIA,WIPER DEMOCRATIC MOVEMENT- KENYA,Male
M'INOTI DANIEL KIOGORA,MERU,287,ABOTHUGUCHI WEST,JUBILEE PARTY,Male
M'INOTI SOLOMON GATOBU,MERU,289,KIBIRICHIA,INDEPENDENT,Male
M'ITHAI SALESIUS MURIUNGI,MERU,265,AMWATHI,INDEPENDENT,Male
M'ITHANA AMOS KIUMO,MERU,257,ATHIRU RUUJINE,MAENDELEO CHAP CHAP PARTY,Male
M'ITI NICHOLAS KIMATHI,THARAKA - NITHI,299,GANGA,AGANO PARTY,Male
M'ITUNGA ALBERT MIRITI,MERU,294,ABOGETA WEST,INDEPENDENT,Male
M'ITUNGA STEPHEN RAIBUNI,MERU,276,MUNICIPALITY,INDEPENDENT,Male
M'KANAKE JAMES MURUNGI,MERU,271,THANGATHA,PARTY OF NATIONAL UNITY,Male
M'MBETSA MOHAMED NGOME,KWALE,46,KINANGO,MAENDELEO CHAP CHAP PARTY,Male
M'MBIJIWE RICHARD KIMENYI,MERU,289,KIBIRICHIA,JUBILEE PARTY,Male
M'MUCHEKE SILAS MITHIKA,MERU,254,AKACHIU,PARTY OF NATIONAL UNITY,Male
M'MUGA PETERSON KENNETH MUGO,THARAKA - NITHI,296,MITHERU,KENYA AFRICAN NATIONAL UNION,Male
M'MUGWIKA ISAACK BUUNDI,MERU,285,MWANGANTHIA,ORANGE DEMOCRATIC MOVEMENT,Male
M'MUGWIKA JULIUS KIMATHI,MERU,290,MITUNGUU,DEMOCRATIC PARTY OF KENYA,Male
M'MUKIIRA GATOBU ERIC,NAIROBI CITY,1409,PIPELINE,PARTY OF NATIONAL UNITY,Male
M'MUKIRA CYPRIAN KAUME,MERU,274,MUTHARA,JUBILEE PARTY,Male
M'MUNGANIA KIMATHI PATRICK,MERU,262,NTUNENE,KENYA AFRICAN NATIONAL UNION,Male
M'MURITHI JOHN MBABU,MERU,289,KIBIRICHIA,INDEPENDENT,Male
M'MURITHI JOSEPH MWANGI,MERU,288,KIAGU,DEMOCRATIC PARTY OF KENYA,Male
M'MUTIA HENRY MWORIA,MERU,252,KIEGOI ANTUBOCHIU,PEOPLES EMPOWERMENT PARTY,Male
M'MWAITHIA JOSPHAT BAARIU,MERU,253,ATHIRU GAITI,DEMOCRATIC PARTY OF KENYA,Male
M'MWANJAH JOHN COLUMBUS GIKUNDA,MERU,290,MITUNGUU,MAENDELEO CHAP CHAP PARTY,Male
M'MWARANIA JAPHET MBAYA,MERU,280,NYAKI EAST,CHAMA MWANGAZA DAIMA,Male
M'NDEGWA PAUL KIOGORA,MERU,283,KIIRUA NAARI,INDEPENDENT,Male
M'NGUTHARI ISAIAH KALUNYU,MERU,260,KANGETA,WIPER DEMOCRATIC MOVEMENT- KENYA,Male
M'NJAMIU ELIUD NJIRU,EMBU,322,KYENI SOUTH,INDEPENDENT,Male
M'RAGWA KAMUNDI JULIUS,THARAKA - NITHI,300,CHOGORIA,INDEPENDENT,Male
M'RIMBERE FRANKLINE KIRIINYA,MERU,278,NTIMA WEST,PARTY OF NATIONAL UNITY,Male
M'RINTARI DELFINA COMBA,MERU,280,NYAKI EAST,INDEPENDENT,Female
M'RINTAUGU STANLEY MUTWIRI,MERU,280,NYAKI EAST,INDEPENDENT,Male
M'RITHAA PURITY WANJA,THARAKA - NITHI,300,CHOGORIA,NATIONAL RAINBOW COALITION- KENYA,Female
M'TETU HUSSEIN SWALEH,EMBU,315,KIRIMARI,DEMOCRATIC PARTY OF KENYA,Male
M'TUAMWARI JOSEPH NTONGAI,MERU,270,MBEU,JUBILEE PARTY,Male
M'TUORUGOI PETER MURUNGI,MERU,267,AKITHII,FARMERS PARTY,Male
MAAGERIAH KEPHER MOGUNDE,KISII,1312,BOOCHI BORABU,WIPER DEMOCRATIC MOVEMENT- KENYA,Male
MAALA MATHIAS WANJALA,BUNGOMA,1112,KIMILILI,INDEPENDENT,Male
MAALIM ABDI MOHAMED,MANDERA,204,RHAMU,NATIONAL RAINBOW COALITION- KENYA,Male
MAALIM ABDIAZIZ DAKAT,MANDERA,211,ARABIA,ECONOMIC FREEDOM PARTY,Male
MAALIM ABDULLAHI RASHID,MANDERA,212,TOWNSHIP.,THIRDWAY ALLIANCE KENYA,Male
MAALIM AHMED HUSSEIN,GARISSA,143,MAALIMIN,JUBILEE PARTY,Male
MAALIM HARON MOHAMED,GARISSA,146,DERTU,ORANGE DEMOCRATIC MOVEMENT,Male
MAALIM HUSSEIN DEKOW,GARISSA,151,ABAKAILE,KENYA AFRICAN NATIONAL UNION,Male
MAALIM ISMAIL SAID,GARISSA,135,BALAMBALA,JUBILEE PARTY,Male
MAALIM MOHAMED NOOR,TANA RIVER,98,BANGALE,CHAMA CHA MASHINANI,Male
MAALIM MOHAMUD ABDULLA,WAJIR,164,MALKAGUFU,KENYA AFRICAN NATIONAL UNION,Male
MAALIM SULEIMAN KHALIF,MARSABIT,225,MOYALE TOWNSHIP,FRONTIER ALLIANCE PARTY,Male
MAALIM UGAS NUH,MANDERA,220,ALANGO GOF,ECONOMIC FREEDOM PARTY,Male
MAANYA MOSES MAUTI,KISII,1306,BOIKANG'A,REPUBLICAN LIBERTY PARTY,Male
MAANZO DANIEL MASILA,KITUI,364,MUTITO KALIKU,PEOPLES TRUST PARTY,Male
MAANZO JAMES MAANZONI,MAKUENI,426,MAVINDINI,INDEPENDENT,Male
MAATO JOSHUA OKARI,KISII,1330,KIAMOKAMA,AMANI NATIONAL CONGRESS,Male
MABELE ZEBEDEE MUKHWANA,TRANS NZOIA,696,KAPLAMAI,FEDERAL PARTY OF KENYA,Male
MABERA ALFAYO NGERESA,NYAMIRA,1362,MEKENENE,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
MABEYA ADAM'S SETH ONSONGO,KISII,1311,BOMBABA BORABU,WIPER DEMOCRATIC MOVEMENT- KENYA,Male
MABEYA BENARD MOMANYI,KISII,1336,IBENO,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
MABONGA JARED WAMUTORO,NAIROBI CITY,1389,WOODLEY KENYATTA GOLF COURSE,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
MABONGA JOHN WANDIBA,BUNGOMA,1099,KHALABA,INDEPENDENT,Male
MABUKA GEORGE WEKHUI,TRANS NZOIA,694,SINYERERE,UNITED DEMOCRATIC PARTY,Male
MABUNGO GRACE NJERI,KAKAMEGA,1022,ETENJE,JUBILEE PARTY,Female
MABWAI EZRA,NAKURU,851,KIPTAGICH,CHAMA CHA MASHINANI,Male
MABWORO AGGREY MUGAMBI,NANDI,769,KIPTUYA,INDEPENDENT,Male
MACHANA RICHARD BUNDI,KISII,1302,BOGIAKUMU,INDEPENDENT,Male
MACHANI SHEM NYANAMBA,KISII,1325,BOSOTI SENGERA,WIPER DEMOCRATIC MOVEMENT- KENYA,Male
MACHANJE FAROUK ANDOBE,KAKAMEGA,1044,ISUKHA SOUTH,AMANI NATIONAL CONGRESS,Male
MACHARIA BENSON MWANGI,NAIROBI CITY,1428,MOWLEM,JUBILEE PARTY,Male
MACHARIA BONIFACE NJOROGE,KIAMBU,575,MWIKI,PARTY OF NATIONAL UNITY,Male
MACHARIA DANIEL MWANGI,NAKURU,835,NJORO,INDEPENDENT,Male
MACHARIA DANIEL WANJOHI,NAIROBI CITY,1425,MIHANGO,MAENDELEO CHAP CHAP PARTY,Male
MACHARIA DANN NDEGWA,LAIKIPIA,811,OL-MORAN,INDEPENDENT,Male
MACHARIA DAVID GIOCHE,NYANDARUA,455,MIRANGINE,DEMOCRATIC PARTY OF KENYA,Male
MACHARIA DAVID WATHIAI,NAKURU,875,SHAABAB,INDEPENDENT,Male
MACHARIA ELIZABETH NYAMBURA,UASIN GISHU,726,LANGAS,INDEPENDENT,Female
MACHARIA ERICK MGHENDI,KILIFI,78,MALINDI TOWN,MAENDELEO CHAP CHAP PARTY,Male
MACHARIA EVANS GITHUI,NAIROBI CITY,1428,MOWLEM,INDEPENDENT,Male
MACHARIA GIDEON MWANGI,NYANDARUA,453,KARAU,KENYA AFRICAN NATIONAL UNION,Male
MACHARIA JAMES SIMPSON NDEGWA,NYERI,477,RUGURU,INDEPENDENT,Male
MACHARIA JAMES WACHIRA,KIAMBU,572,KAHAWA SUKARI,INDEPENDENT,Male
MACHARIA JOHN KAGONDU,NYERI,481,KIRIMUKUYU,INDEPENDENT,Male
MACHARIA JOHN MWANGI,NAKURU,828,TURI,JUBILEE PARTY,Male
MACHARIA JOSEPH KAMWAGA,MURANG'A,521,KAMACHARIA,DEMOCRATIC PARTY OF KENYA,Male
MACHARIA JOSEPH NG'ANG'A,MURANG'A,550,KARIARA,MAENDELEO CHAP CHAP PARTY,Male
MACHARIA JOSPHAT COVENANT CHEGE,KIAMBU,582,TING'ANG'A,JUBILEE PARTY,Male
MACHARIA MARY NJERI,LAIKIPIA,823,SEGERA,INDEPENDENT,Female
MACHARIA MICHAEL MWANIKI,NAKURU,838,LAKE VIEW,INDEPENDENT,Male
MACHARIA MWANGI PAUL,NYERI,469,MWEIGA,MAENDELEO CHAP CHAP PARTY,Male
MACHARIA NANCY MUMBI,NYERI,489,MUKURWE-INI WEST,INDEPENDENT,Male
MACHARIA PETER KIMANI,NAKURU,865,DUNDORI,PARTY OF NATIONAL UNITY,Male
MACHARIA PETER MUREU,NAKURU,855,SIRIKWA,INDEPENDENT,Male
MACHARIA PETER NG'ANG'A,NAKURU,866,KABATINI,JUBILEE PARTY,Male
MACHARIA PRISCILLAH NYAMBURA,NAIROBI CITY,1385,NYAYO HIGHRISE,JUBILEE PARTY,Male
MACHARIA SAMUEL KIBIA,KIAMBU,601,BIBIRIONI,MAENDELEO CHAP CHAP PARTY,Male
MACHARIA SAMUEL MAINA,NAIROBI CITY,1409,PIPELINE,INDEPENDENT,Male
MACHARIA WAGATHONI DAVID IRUNGU,MURANG'A,535,KAMBITI,JUBILEE PARTY,Male
MACHARIA WAHOME STEPHEN,NYERI,472,MUGUNDA,ORANGE DEMOCRATIC MOVEMENT,Male
MACHAYO JAMES TOYA,NAIROBI CITY,1373,GATINA,AMANI NATIONAL CONGRESS,Male
MACHENGO JAMES JOMO,KAKAMEGA,1024,LUSHEYA LUBINU,ORANGE DEMOCRATIC MOVEMENT,Male
MACHINA DENNIS GATHEE,NYERI,479,IRIAINI,MAENDELEO CHAP CHAP PARTY,Male
MACHINGA JOSHUA AMWAI,TRANS NZOIA,688,KIMININI,JUBILEE PARTY,Male
MACHIO FLORENCE TSINDOLI,KAKAMEGA,1016,SHINOYI-SHIKOMARI-ESUMEYIA,INDEPENDENT,Female
MACHIO SAMUEL OUMA,BUSIA,1139,MATAYOS SOUTH,CHAMA CHA MASHINANI,Male
MACHIRA SILVESTER MUCHUGU,NYERI,472,MUGUNDA,DEMOCRATIC PARTY OF KENYA,Male
MACHIRI JOSEPH KIMANI,MURANG'A,521,KAMACHARIA,INDEPENDENT,Male
MACHOKA CHRYSANTHUS MOINDI,KISII,1331,BOBARACHO,MAENDELEO CHAP CHAP PARTY,Male
MACHOKA DAVID NYABUTO,KISII,1313,BOKIMONGE,THE NATIONAL VISION PARTY,Male
MACHOKA GEOFFREY ANUNDA,NAIROBI CITY,1399,NJIRU,INDEPENDENT,Male
MACHOKA GEORGE KIERE,NAKURU,832,KIHINGO,INDEPENDENT,Male
MACHOKA PETER NYANGAU,NAIROBI CITY,1443,LANDIMAWE,INDEPENDENT,Male
MACHOKI DAVID BAITOME,MERU,254,AKACHIU,ORANGE DEMOCRATIC MOVEMENT,Male
MACHONGO ZIPPORAH KWAMBOKA,NYAMIRA,1349,MAGOMBO,KENYA AFRICAN NATIONAL UNION,Female
MACHONI JOHANNES MAROA,MIGORI,1298,NTIMARU EAST,NATIONAL LIBERAL PARTY,Male
MACHONI WILFRED RATEMO,KISII,1303,BOMORENDA,MAENDELEO CHAP CHAP PARTY,Male
MACHU SHANNEL MWASHIGHADI,TAITA TAVETA,122,BURA,FORUM FOR RESTORATION OF DEMOCRACY-KENYA,Male
MACHUKA AGNES MBONE,TRANS NZOIA,689,WAITALUK,ORANGE DEMOCRATIC MOVEMENT,Female
MACHUMBE JOSEPH RIOBA,MIGORI,1295,NYAMOSENSE KOMOSOKO,MAENDELEO CHAP CHAP PARTY,Male
MACHURU MANASSEH WACHIRA MIANO,KIRINYAGA,496,MUTITHI,INDEPENDENT,Male
MACODONGO JACKSON ZEPHER ENDOLI,VIHIGA,1058,NORTH MARAGOLI,ORANGE DEMOCRATIC MOVEMENT,Male
MADAGA DAVID OMUSALE,KIAMBU,561,JUJA,INDEPENDENT,Male
MADAGWA NELSON ONGARA,NANDI,755,KABWARENG,ORANGE DEMOCRATIC MOVEMENT,Male
MADALA JOSEPH GANDA,KISUMU,1207,AWASI ONJIKO,JUBILEE PARTY,Male
MADARA GEOFFREY OKONDA,VIHIGA,1071,LUANDA SOUTH,CHAMA CHA MASHINANI,Male
MADARAKA MARTIN GATHAGU,TAITA TAVETA,127,KALOLENI,INDEPENDENT,Male
MADEDE JOB,KAKAMEGA,1018,BUNYALA EAST,INDEPENDENT,Male
MADEGWA EDWIN,NAIROBI CITY,1371,KILIMANI,MAENDELEO CHAP CHAP PARTY,Male
MADENJE FRANCIS MAVELA,KILIFI,60,SHIMO LA TEWA,INDEPENDENT,Male
MADESHE ALEX,VIHIGA,1067,JEPKOYAI,INDEPENDENT,Male
